object_id,Time (MJD),Flux,Flux_err,Filter,Flux_dered,A_lambda,Flux_err_dered,Magnitude,Magnitude_err,SNR,Abs_Magnitude,Abs_Magnitude_k,Time_rest
glamor_riel_hun,63179.6466,1.69457803,0.16694866,g,3.06951593980523,0.6450208036366437,0.3024065955812751,22.682390889816265,0.10696598285170458,10.150294288076346,-24.183683853860583,-22.743406618558485,16767.422133757962
glamor_riel_hun,63262.4164,2.28915062,0.45540811,i,3.0913530737442603,0.3261856027126002,0.6149998380869163,22.674694096988993,0.2159984881062447,5.026591687179221,-24.191380646687854,-22.751103411385756,16789.38864118896
glamor_riel_hun,63270.6934,1.05189614,0.31200063,u,2.2220918664938956,0.8119728707191887,0.6590898434744435,23.033160597958858,0.3220378581276526,3.3714551794334517,-23.83291414571799,-22.39263691041589,16791.585297239915
glamor_riel_hun,63274.8319,1.47188716,0.3084397,u,3.10930743279731,0.8119728707191887,0.6515675099576059,22.66840645969074,0.22752025995983005,4.77204186101854,-24.197668283986108,-22.75739104868401,16792.683625265392
glamor_riel_hun,63274.8319,1.30590815,0.17105956,r,1.9642955579439703,0.44323550568484016,0.257301046671506,23.167048535947576,0.14221946425711143,7.634230732266586,-23.699026207729272,-22.258748972427174,16792.683625265392
glamor_riel_hun,62935.4757,2.62780426,0.49408369,i,3.5486833873558137,0.3261856027126002,0.6672287618052876,22.524897488704802,0.20414174624006898,5.318540792147986,-24.341177254972045,-22.900900019669947,16702.620939490447
glamor_riel_hun,63270.6934,1.27082171,0.13277114,g,2.3019344205091223,0.6450208036366437,0.2404982971342499,22.994833254995566,0.11343403446027867,9.571520663300776,-23.87124148868128,-22.430964253379184,16791.585297239915
glamor_riel_hun,62889.9524,1.97778263,0.53807885,u,4.1779929868512555,0.8119728707191887,1.136671759359616,22.3476463556789,0.29538720767287696,3.675637185888277,-24.518428387997947,-23.07815115269585,16690.53938428875
glamor_riel_hun,62923.0603,2.0194435,0.26812498,i,2.7271306730257296,0.3261856027126002,0.3620858207532968,22.810800752112463,0.14415505964195055,7.53172457113097,-24.055273991564384,-22.614996756262286,16699.32598195329
glamor_riel_hun,62558.8732,3.17609004,0.40873832,i,4.289108642245013,0.3261856027126002,0.5519752395712018,22.319148004860146,0.1397258851943674,7.770472903054453,-24.5469267388167,-23.106649503514603,16602.67335456476
glamor_riel_hun,62558.8732,2.07755364,0.51028295,z,2.6265932939684573,0.2546014638589537,0.6451365436208143,22.85158354448474,0.26667550854946026,4.07137577299026,-24.014491199192108,-22.57421396389001,16602.67335456476
