object_id,Time (MJD),Flux,Flux_err,Filter,Flux_dered,A_lambda,Flux_err_dered,Magnitude,Magnitude_err,SNR,Abs_Magnitude,Abs_Magnitude_k,Time_rest
drafn_mund_mithren,63489.8165,1.0663995,0.25464294,i,1.9653796660357783,0.6638163142923091,0.4693082248965502,23.166449476041645,0.259260304645728,4.1878227607645435,-22.674106375631556,-21.527134171354444,22075.735917941587
drafn_mund_mithren,63489.8165,1.18795853,0.36440284,z,1.9145019157081755,0.5181363124147127,0.5872679202610716,23.194926109152135,0.3330464376603145,3.2600144664075614,-22.645629742521066,-21.498657538243954,22075.735917941587
drafn_mund_mithren,63775.5378,1.18162459,0.17625221,g,3.9586680565025696,1.3126739161728187,0.5904785661366295,22.40619290558371,0.1619494103162095,6.70416892928605,-23.434362946089493,-22.28739074181238,22175.082684283727
drafn_mund_mithren,64046.2211,0.45749091,0.10865784,g,1.532681925278224,1.3126739161728187,0.3640245167008307,23.43643553265002,0.25787124561407365,4.2103810456751205,-22.404120319023182,-21.25714811474607,22269.20066063978
drafn_mund_mithren,63775.5378,1.36330462,0.18191744,r,3.1289754826710627,0.9020231343761659,0.41752606224593014,22.661560221753266,0.14487910331068543,7.494084239531954,-23.178995629919935,-22.032023425642823,22175.082684283727
drafn_mund_mithren,63440.9431,1.38021449,0.12745205,r,3.167786008117059,0.9020231343761659,0.292520346381696,22.64817603171277,0.10025927568376954,10.829284346544444,-23.192379819960433,-22.04540761568332,22058.7423852573
drafn_mund_mithren,63455.981,1.31227476,0.33568597,u,6.011726063100154,1.6524360176039627,1.5378274096089881,21.95256766521399,0.27773635687266535,3.90923326345751,-23.88798818645921,-22.7410159821821,22063.97114047288
drafn_mund_mithren,63452.2215,1.35523112,0.21526856,r,3.110445666818649,0.9020231343761659,0.49407156445336814,22.668009073530726,0.1724612620599707,6.295536700761134,-23.172546778142475,-22.025574573865363,22062.663942976356
drafn_mund_mithren,63452.2215,1.55958769,0.15215459,g,5.224916629161918,1.3126739161728187,0.5097469367011441,22.10486720962297,0.10592526995588765,10.250020653336847,-23.73568864205023,-22.58871643777312,22062.663942976356
drafn_mund_mithren,63440.9431,1.50786466,0.44029253,z,2.4300593895299163,0.5181363124147127,0.7095709748024617,22.93602340307046,0.3170321270780064,3.4246882635051743,-22.90453244860274,-21.757560244325628,22058.7423852573
drafn_mund_mithren,63440.9431,1.62992372,0.30944004,i,3.0039576504653214,0.6638163142923091,0.5702995570358932,22.70583110795895,0.206126366839918,5.267332954067611,-23.13472474371425,-21.98775253943714,22058.7423852573
drafn_mund_mithren,63440.9431,1.49685012,0.10349312,g,5.014733787332607,1.3126739161728187,0.34672171828430487,22.149445914863808,0.07506845597031295,14.463281423924606,-23.691109936809394,-22.54413773253228,22058.7423852573
drafn_mund_mithren,63437.1836,1.58581813,0.39664674,z,2.5556884109833,0.5181363124147127,0.6392318624029768,22.881295863237114,0.2715656467600635,3.9980616757369547,-22.959259988436088,-21.812287784158976,22057.435187760777
drafn_mund_mithren,63437.1836,1.8673718,0.39206536,i,3.44157566151206,0.6638163142923091,0.7225784392256346,22.558172317867324,0.2279565087057273,4.762909429182931,-23.282383533805877,-22.135411329528765,22057.435187760777
drafn_mund_mithren,63354.4748,1.23204245,0.32708402,r,2.827710376027324,0.9020231343761659,0.7507037417312438,22.771478308669565,0.2882424729049166,3.766746079493581,-23.069077543003637,-21.922105338726524,22028.676912378305
drafn_mund_mithren,63455.981,1.3955051,0.103727,g,4.675208614316688,1.3126739161728187,0.34750526095334733,22.22556313611907,0.08070207648180323,13.453634058634686,-23.61499271555413,-22.468020511277018,22063.97114047288
drafn_mund_mithren,64065.0186,0.68602532,0.14534429,r,1.5745244131656873,0.9020231343761659,0.33358554888212205,23.407192125266914,0.23002876600511613,4.720001865914376,-22.433363726406288,-21.286391522129176,22275.736648122394
drafn_mund_mithren,63354.4748,1.1659426,0.31120095,g,3.9061303948790984,1.3126739161728187,1.0425826191703182,22.42069878013098,0.2897931153472945,3.7465907478752873,-23.41985707154222,-22.27288486726511,22028.676912378305
drafn_mund_mithren,64478.5626,0.83239609,0.14887071,g,2.7886858819014915,1.3126739161728187,0.4987453115086727,22.786566627258672,0.1941795758255521,5.59140270104173,-23.05398922441453,-21.907017020137417,22419.52802503477
drafn_mund_mithren,64463.5247,1.06829397,0.27103167,i,1.9688711838167927,0.6638163142923091,0.4995127370837283,23.164522365440767,0.27545685459130487,3.9415835426169936,-22.676033486232434,-21.52906128195532,22414.299269819196
drafn_mund_mithren,64459.7652,0.74097138,0.10408309,g,2.4823956420783584,1.3126739161728187,0.3486982304634352,22.912888121883476,0.1525116653170853,7.119037107756888,-22.927667729789725,-21.780695525512613,22412.99207232267
drafn_mund_mithren,64399.6133,0.88518386,0.10178451,g,2.965534993405683,1.3126739161728187,0.34099754845468,22.719807989562078,0.12484539380391083,8.696646081019598,-23.120747862111124,-21.97377565783401,22392.076947148817
drafn_mund_mithren,64399.6133,0.97452203,0.24717079,u,4.464430518206622,1.6524360176039627,1.1323261908047786,22.275650451664248,0.27537835697944013,3.9427071054795753,-23.564905400008954,-22.41793319573184,22392.076947148817
drafn_mund_mithren,64369.5374,1.03385414,0.26739334,i,1.9053984031340103,0.6638163142923091,0.4928072765125934,23.200101130005844,0.28081198199699625,3.8664169421721577,-22.640454721667357,-21.493482517390245,22381.61940194715
drafn_mund_mithren,64207.8793,0.66964312,0.15965999,r,1.5369249644436445,0.9020231343761659,0.36644209001030675,23.4334339599147,0.25886718823351895,4.194182399735839,-22.4071218917585,-21.260149687481388,22325.41004867872
drafn_mund_mithren,64106.373,0.63880068,0.11722043,r,1.4661372350029906,0.9020231343761659,0.26903734217387126,23.484629063478796,0.19923345226920547,5.449567792918009,-22.355926788194406,-21.208954583917293,22290.115785813632
drafn_mund_mithren,64106.373,0.55829811,0.07503037,g,1.870405298575208,1.3126739161728187,0.2513660696470177,23.22022631200707,0.145913424577773,7.440961706572951,-22.62032953966613,-21.473357335389018,22290.115785813632
drafn_mund_mithren,64080.0566,0.5341107,0.09786835,r,1.225859034595129,0.9020231343761659,0.22462160194210337,23.678964291886007,0.19894604413455913,5.457440531080784,-22.161591559787194,-21.01461935551008,22280.965438108487
drafn_mund_mithren,63309.3609,1.00185502,0.18701017,r,2.299397910623179,0.9020231343761659,0.4292145925098878,22.99603029128752,0.2026677594797824,5.357222123267414,-22.84452556038568,-21.697553356108568,22012.990577190543
drafn_mund_mithren,63309.3609,0.6702819,0.1514982,g,2.2455723830035135,1.3126739161728187,0.5075479048363725,23.021747975976044,0.24539985444286658,4.424355536897467,-22.818807875697157,-21.671835671420045,22012.990577190543
drafn_mund_mithren,63290.5634,1.37892847,0.41664068,r,3.16483441168645,0.9020231343761659,0.9562488483339839,22.649188142063984,0.3280531807795993,3.3096347432996702,-23.191367709609217,-22.044395505332105,22006.45458970793
drafn_mund_mithren,63068.7534,0.57407865,0.10739024,g,1.9232731215208707,1.3126739161728187,0.3597778146002738,23.18996321674738,0.2031036541868691,5.345724620784906,-22.65059263492582,-21.50362043064871,21929.330111265648
