object_id,Time (MJD),Flux,Flux_err,Filter,Flux_dered,A_lambda,Flux_err_dered,Magnitude,Magnitude_err,SNR,Abs_Magnitude,Abs_Magnitude_k,Time_rest
drego_hervess_erchion,63221.7324,10.89508609,0.18626724,i,11.245138193150705,0.034335326601326335,0.192251886525182,21.272653629999834,0.01856222929839847,58.49169231261493,-26.108892734548267,-24.50669578779422,14453.985459533606
drego_hervess_erchion,63236.442,9.03604736,0.73486506,z,9.261867423847914,0.026800154090416174,0.753230089327248,21.48331922196322,0.0882985191938785,12.296199468239786,-25.89822714258488,-24.296030195830834,14457.348422496569
drego_hervess_erchion,63256.0547,8.82815787,0.38368352,z,9.048782562903654,0.026800154090416174,0.3932721635220934,21.508590241059068,0.04718754410233943,23.00895766907059,-25.872956123489033,-24.270759176734988,14461.832350251485
drego_hervess_erchion,63319.796,10.4696019,1.09386524,i,10.805983470000575,0.034335326601326335,1.1290104260648355,21.315904875132382,0.11343784659036943,9.57119900802406,-26.065641489415718,-24.463444542661673,14476.405121170552
drego_hervess_erchion,63437.4723,8.71081585,1.355305,y,8.879513564419662,0.020825855801339364,1.381552467490837,21.52909268477118,0.16892834521231634,6.427199670922779,-25.85245367977692,-24.250256733022876,14503.308710562413
drego_hervess_erchion,63481.6009,22.79934667,0.49286345,u,24.66668192108588,0.08547082849675669,0.5332304529443349,20.419788788310562,0.0234708344678632,46.25895198761442,-26.961757576237538,-25.359560629483493,14513.397553726563
drego_hervess_erchion,63496.3105,11.23889528,0.46304531,i,11.59999375112319,0.034335326601326335,0.4779226577584857,21.23892123409714,0.044732604494064784,24.271696607833043,-26.14262513045096,-24.540428183696914,14516.760516689526
drego_hervess_erchion,63506.1168,11.37154218,0.35326156,i,11.736902510638375,0.034335326601326335,0.3646116265363075,21.22618187915804,0.033728834609250524,32.19014879513073,-26.15536448539006,-24.553167538636014,14519.002469135801
drego_hervess_erchion,63221.7324,13.70825831,0.17443562,r,14.310171118948682,0.046656369019456856,0.1820948741255451,21.010953554729255,0.013815837413515391,78.58634784569801,-26.370592809818845,-24.7683958630648,14453.985459533606
drego_hervess_erchion,63506.1168,9.53427011,0.59179811,z,9.772541269856278,0.026800154090416174,0.6065877499455432,21.425046839401794,0.06739232542410466,16.110680228431278,-25.956499525146306,-24.35430257839226,14519.002469135801
drego_hervess_erchion,63520.8264,5.42840233,1.09583431,y,5.533531296309324,0.020825855801339364,1.1170567473311313,22.042559695898326,0.2191781140111521,4.953670715055453,-25.338986668649774,-23.73678972189573,14522.365432098763
drego_hervess_erchion,63471.7946,14.35733463,0.16691916,r,14.987747584055247,0.046656369019456856,0.17424837558602835,20.960724696485208,0.012622828676092157,86.01370046434454,-26.420821668062892,-24.818624721308847,14511.15560128029
drego_hervess_erchion,63207.0229,10.76353397,0.16320491,i,11.109359388212235,0.034335326601326335,0.16844857870698327,21.28584308118249,0.016462760286275392,65.95104258811821,-26.09570328336561,-24.493506336611564,14450.622519433013
drego_hervess_erchion,63099.153,9.89204619,0.31744324,i,10.20987126679785,0.034335326601326335,0.3276424869701517,21.37751495670056,0.0348420955587677,31.161621806783476,-26.004031407847542,-24.401834461093497,14425.960905349792
